ticket_id,description,category,priority
TCK-0179,"Subject: Fee Deducted But Challan Showing Expired Challan ID: 2627301822 Description: Respected Sir, I am a student of Department of Mathematics. I paid my financial voucher for HAT test via Alfa app right around the expiration time. The amount has been successfully deducted from my bank account, but on the IUB portal, the status is still showing ""Expired"" instead of ""Paid"". My details are: Name: Yusra Rehman CNIC: 3120283834396 Challan ID: 2627301822 Transaction ID (TID): 838343963886 I have attached the payment receipt/proof below. Kindly verify the transaction from the bank ledger and update my portal status to ""Paid"". Thank you.",Fee & Challan,High
TCK-0180,Just checking if clearance can be applied online or only in person.,Clearance,Low
TCK-0181,"My credit transfer approval, required today to secure my admission abroad before their deadline expires tonight, has still not been processed despite repeated urgent requests. Roll No: F25BBAGRI3M3754",Other,Critical
TCK-0182,My examination is scheduled to start in two hours and my admit card has still not been generated on the portal due to a fee mismatch error. Please resolve immediately. Roll No: F25BBSMATH6M9742,Examination,Critical
TCK-0183,"When I open the myIUB app and navigate to the Result section, it appears empty and does not load any data. Kindly resolve. Roll No: F21BBDOCS7M7818",Portal Technical Issue,Medium
TCK-0184,"My degree verification request from a foreign employer has been pending response from the university for more than 20 days, and my job offer is contingent on this verification being completed soon. Roll No: F24BMBA7M6549",Certificate / Verification,High
TCK-0185,"I updated my profile with my new MPhil degree information required for a job application deadline this week, but the changes are not being saved by the portal at all. Roll No: S23BBAGRI3M8140",Profile Update,High
TCK-0186,"Respected Sir/Madam, I submitted my original transcript for verification on 10 July 2026 but there has been no update for more than 20 days. I need it urgently as it is my only original copy. Name: Adnan Rasheed, Roll No: F24BLLB6M4598, BS Information Technology.",Transcript,High
TCK-0187,"My salary has not been credited for a few days despite my department confirming approval, and I urgently need this to cover overdue household expenses. Kindly expedite.",Employee Services,High
TCK-0188,"I am filing an urgent complaint as my thesis defense scheduled for tomorrow is at risk of cancellation because the Directorate of Academics has, without explanation, still not cleared my eligibility despite it being confirmed complete two weeks ago. Roll No: F24BLLB3M6751",Complaint,Critical
TCK-0189,"Respected Sir/Madam, I submitted my original transcript for verification on 18 July 2026 but there has been no update for nearly two months. I need it urgently as it is my only original copy. Name: Zainab Fatima, Roll No: S25BPHD2M9751, MBA.",Transcript,High
TCK-0190,Kindly guide me on the renewal process for my scholarship for the upcoming semester. Roll No: F24BBDOCS4M5114,Scholarship,Medium
TCK-0191,"Sir mera account login nahi ho raha, password reset bhi kaam nahi kar raha. Roll no S23BPHD6M9041.",Account & Login,Medium
TCK-0192,Just want to know how to update my mobile number on my profile.,Profile Update,Low
TCK-0193,"Request for repair of the projector in the Department of Agronomy lecture hall, Khanpur Campus, which has not been working for two weeks.",Infrastructure / Maintenance,Medium
TCK-0194,My repeat course result for Statistics has not been updated yet. Roll No: S22BBELEN4M1887,Result,Medium
TCK-0195,"When I open the myIUB app or website and navigate to the Transcript section, the transcript is not showing. Instead, it appears empty or does not load any data. I am unable to view my academic transcript, and it is unclear whether this issue is due to a system error or missing data. Kindly check and resolve this issue as soon as possible so that the transcript information can be accessed properly.",Portal Technical Issue,High
TCK-0196,What documents are required for the final clearance process?,Clearance,Low
TCK-0197,"Dear Support Team, I am unable to update my biography, keywords, CV, and professional links on my professional profile. I would appreciate your assistance in resolving this issue at your earliest convenience. I appreciate your support. Kind regards, Prof.Dr. Muhammad Ali Qureshi",Profile Update,Medium
TCK-0198,I urgently need guidance on the credit transfer process as my enrollment at another institution depends on this being resolved before their deadline this week. Roll No: S22BBSMATH6M1693,Other,High
TCK-0199,"Request for repair of the projector in the Department of Law lecture hall, Rahim Yar Khan Campus, which has not been working for two weeks.",Infrastructure / Maintenance,Medium
TCK-0200,"I need an official letter of recommendation urgently for a scholarship application closing in two days, and my department has not responded to my request submitted over a month ago. Roll No: S22BBDOCS1M7484",Other,High
TCK-0201,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: F20BBELEN3M7624",Profile Update,High
TCK-0202,Is there a suggestion box to report minor facility issues on campus?,Infrastructure / Maintenance,Low
TCK-0203,"Dear Sir/Madam, I hope you are doing well. I am writing to kindly follow up regarding my application for Degree Recognition (Outside the UAE), which I submitted through MOHESR VFSGLOBAL. I would like to inquire about the current status of my application, as I have not yet received any update and the process appears to be taking longer than expected. For your reference, my application/reference number is: VFS-202606-45959 I would appreciate it if you could please check and provide me with an update regarding the progress of my application. Thank you for your time and support. I look forward to your response. Kind regards, Sana Nawaz",Certificate / Verification,Medium
TCK-0204,Kindly share the contact details of the alumni relations office; I would like to register as an alumnus. Roll No: F24BBECON1M1126,Other,Medium
TCK-0205,"My degree application submitted on 18 July 2026 still shows pending review. Kindly confirm expected completion date. Name: Rabia Anjum, Roll No: F22BBMEDS1M5315",Degree,Medium
TCK-0206,"Dear Sir/Madam, I applied for degree completion clearance to obtain my official LL.B (5 Years) academic transcript. The clearance from the Directorate of IT has already been completed, but the Directorate of Academics clearance is still pending. Kindly review and process my clearance request at your earliest convenience.",Clearance,Medium
TCK-0207,"Despite completing all dues, my clearance form has remained stuck at the Accounts Office stage for a few days, blocking my final transcript and degree processing. Roll No: S24BBAGRI7M2988",Clearance,High
TCK-0208,"Request for repair of the projector in the Department of Law lecture hall, Baghdad-ul-Jadeed Campus, which has not been working for two weeks.",Infrastructure / Maintenance,Medium
TCK-0209,I need my Enrollment Certificate for a scheme application. Kindly issue it as soon as possible. Roll No: S25BBECON6M3153,Certificate / Verification,Medium
TCK-0210,Several ceiling fans in the Bahawalpur City Campus hostel common room are not working; kindly arrange repair.,Infrastructure / Maintenance,Medium
TCK-0211,"I need my final clearance certificate today for a job that requires it as proof of degree completion, and without it my job offer will be withdrawn by end of day. Roll No: F22BBSIT4M9702",Clearance,Critical
TCK-0212,"I have been awarded the HEC Need-Based Scholarship (Phase 2) shown on my portal, but I have not received any update on the disbursement schedule. Roll No: F22BPHD3M3647",Scholarship,Medium
TCK-0213,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: F20BBAGRI7M7883",Profile Update,High
TCK-0214,"My scholarship result correction request affecting my CGPA-based eligibility for the next scholarship cycle has not been reviewed, and the eligibility list closes in a few days. Roll No: F22BLLB2M3662",Scholarship,High
TCK-0215,"My HEC attestation appointment is tomorrow and the university verification, which HEC is waiting on, has still not been submitted despite my request nearly two months ago. Please expedite immediately. Roll No: F23BBMEDS1M6374",Certificate / Verification,Critical
TCK-0216,"Fee challan kaise generate karain portal per, please guide.",Fee & Challan,Low
TCK-0217,My department clearance is approved but the library clearance section still shows pending despite no outstanding books. Roll No: S23BBSIT7M3780,Clearance,Medium
TCK-0218,The thesis submission deadline is today at midnight and the upload button has been non-functional for our entire batch since this afternoon. Kindly fix immediately. MBA,Thesis,Critical
TCK-0219,"I accidentally generated a single fee voucher of Rs. 3,500 combining two subjects. Kindly cancel it so I can generate separate vouchers. Roll No: S24BBSCS7M4044",Fee & Challan,Medium
TCK-0220,I have to apply for MS admission at NDU Islamabad. Today is last date to apply. I need my transcript for the admission process. Without final transcript admission will be cancelled. Kindly give me my final transcript today.,Transcript,Critical
TCK-0221,I have already submitted my thesis but am unable to check the current status on the MyIUB portal because it shows 'Registration Number is missing'. Kindly update. Roll No: F20BBECON7M1919,Thesis,Medium
TCK-0222,I have a visa interview appointment tomorrow morning and the embassy requires my original transcript as supporting evidence. My application will be rejected without it. Please issue on urgent basis. Roll No: S22BBPESS1M4456,Transcript,Critical
TCK-0223,"Course registration closes at midnight tonight and the registration module has been throwing an error for every student in my batch since this morning. BS Economics, Baghdad-ul-Jadeed Campus",Course Registration,Critical
TCK-0224,"I have a supply in Financial Accounting but the Course Repeat option does not show this subject on my portal, nor has a challan been generated. Kindly enable it. Roll No: S22BMBA4M5722",Course Registration,Medium
TCK-0225,"My name correction request has been pending for a few days, and it is now blocking my degree printing since the name must match CNIC exactly. Roll No: F25BBDOCS4M7071",Name Correction,High
TCK-0226,I have been awarded a compartment (F grade) in Chemistry despite being confident I attempted the paper correctly; I request urgent re-evaluation by a different examiner as this is affecting my scholarship eligibility. Roll No: S23BBSEEN6M3361,Examination,High
TCK-0227,My educational records (MS and MPhil degrees) are not reflected in my profile despite attaching verified transcripts. Kindly update. Name: Adnan Rasheed,Profile Update,Medium
TCK-0228,I would like to know the status of my admission merit list position for LLB (5 Years).,Admission,Medium
TCK-0229,"This is a formal complaint regarding the repeated mishandling of my case across three different offices, each redirecting me to the other without resolving my fee issue for over a month. Roll No: F21BBSCS4M2582",Complaint,High
TCK-0230,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: F20BBECON3M7389",Profile Update,High
TCK-0231,"I am writing on behalf of our entire batch of MBA HEC need-based scholarship recipients — the final installment has not been paid for over two years despite repeated complaints, and several of us are now unable to complete our clearance for graduation because of unpaid dues. Rahim Yar Khan Campus",Scholarship,Critical
TCK-0232,"My MyIUB account has been completely locked for two weeks after a failed password reset, and I am unable to submit my thesis-related forms before the deadline this week. Roll No: F23BBECON2M5952",Account & Login,High
TCK-0233,"My name correction request has been pending for nearly two months, and it is now blocking my degree printing since the name must match CNIC exactly. Roll No: S22BBELEN6M4249",Name Correction,High
TCK-0234,What is the format of the mid-term examination this semester?,Examination,Low
TCK-0235,"I am unable to complete my semester registration because the portal keeps showing a hold on my account for a due I have already cleared, and registration closes tomorrow. Roll No: F20BPHD7M9889",Course Registration,High
TCK-0236,"My name on the university portal is listed as Zeesha, but my official CNIC name is different. Kindly correct my name on the portal. Roll No: F21BBSIT6M1659",Name Correction,Medium
TCK-0237,"I have been trying to get a refund of Rs. 8,000 in excess fee charges for over a year now with no response. This amount is significant for my family. Roll No: F25BBAGRI3M7484",Fee & Challan,High
TCK-0238,My admission application fee was paid but the application status still shows 'Pending Payment' on the portal. Roll No: F21BLLB3M3925,Admission,Medium
TCK-0239,Where can employees check their provident fund balance?,Employee Services,Low
TCK-0240,"My contract renewal has not been processed and my current contract expires this week, putting my continued employment and salary at risk.",Employee Services,High
TCK-0241,Sir maine apni repeat subject ki fee pay ki thi lekin system abi tak pending show kar raha hai. Roll no F20BBSEEN5M8811.,Fee & Challan,Medium
TCK-0242,The dark mode toggle on the portal doesn't seem to save my preference.,Portal Technical Issue,Low
TCK-0243,"Aoa I am doing PhD and it is my fourth year , due to domestic issue I want to freeze the PhD course how to apply for this. Regards",Course Registration,Medium
TCK-0244,Just checking if hostel fee is included in the semester challan.,Fee & Challan,Low
TCK-0245,"My exam re-evaluation result has still not been updated for over a month, and my final semester GPA calculation, needed for a scholarship application this week, depends on it. Roll No: S22BBMEDS3M4090",Examination,High
TCK-0246,"My MyIUB account has been completely locked for about a week after a failed password reset, and I am unable to submit my thesis-related forms before the deadline this week. Roll No: F23BMBA4M5530",Account & Login,High
TCK-0247,Where can I find my examination roll number slip?,Examination,Low
TCK-0248,There is a clear discrepancy between my award list and my final result on the portal — several subjects show lower marks than what I actually secured. Kindly review urgently. Roll No: F23BBAGRI5M8350,Result,High
TCK-0249,"There isn't any option to change our picture. The picture we click while getting admission is not so good and sometimes due to rush at admission cell, the picture clicked isn't so good. Can you please add a feature to upload a new picture from the MyIUB ?? Further, the exact same picture that is clicked on admission time is displayed on the student card which looks odd when we print out our cards. So in order to handle that as well. Can you please enable a student to upload his picture through the MyIUB ??",Profile Update,Low
TCK-0250,"My experience certificate, required for a visa interview scheduled this week, has still not been issued despite requesting it over a month ago.",Employee Services,High
TCK-0251,I urgently require my final transcript as I am applying for higher studies abroad and the application deadline is approaching soon. Kindly expedite. Roll No: F25BBDATS3M6820,Transcript,High
TCK-0252,How long does the clearance approval usually take?,Clearance,Low
TCK-0253,Filing a complaint about being given inconsistent information by two different staff members regarding my clearance requirements.,Complaint,Medium
TCK-0254,"None of the students in our batch can log in to the portal since last night, and today is the final date for exam form submission with no extension announced. BS Mathematics",Account & Login,Critical
TCK-0255,One course result can not be show the my iub,Result,Medium
TCK-0256,"My scholarship result correction request affecting my CGPA-based eligibility for the next scholarship cycle has not been reviewed, and the eligibility list closes in a few days. Roll No: S24BBDATS4M3088",Scholarship,High
TCK-0257,My admission abroad will be cancelled today unless I submit a degree with my name matching my passport exactly; the correction request has been pending for over a month despite the urgency I flagged. Roll No: S24BBSIT4M8616,Name Correction,Critical
TCK-0258,"Due to the mismatch between my student name and my national ID card name, I am facing rejection at multiple official verification steps including my visa application. Kindly correct urgently. Roll No: S23BBSCS4M6934",Name Correction,High
TCK-0259,My salary has not been paid for the last two months and I have an urgent medical expense today; please expedite release of my pending dues immediately.,Employee Services,Critical
TCK-0260,"My name mismatch between my degree and CNIC is the sole reason my HEC attestation, required tomorrow for a visa appointment, has been rejected. Please correct this on the most urgent basis. Roll No: F24BLLB4M4995",Name Correction,Critical
TCK-0261,Just want to know the plagiarism threshold allowed for thesis submission.,Thesis,Low
TCK-0262,"Hi. our entire class' result is not showing on the portal since the last semester. We are very worried about that. Can you please correct the technical error. We are batch of the 2022-2026 of BSCS Class, section M2. On the transcript page,it says no data found. please correct it as soons as possible",Result,High
TCK-0263,The thesis submission deadline is today at midnight and the upload button has been non-functional for our entire batch since this afternoon. Kindly fix immediately. LLB (5 Years),Thesis,Critical
TCK-0264,"Just noticed the portal footer links go to a broken page, reporting it.",Portal Technical Issue,Low
TCK-0265,Kindly confirm whether my thesis proposal has been forwarded to the board for approval. Roll No: F23BMBA1M8110,Thesis,Medium
TCK-0266,Is fee payable through Easypaisa as well or only bank challan?,Fee & Challan,Low
TCK-0267,Transcript kab tak mil jaye ga? Bs pochna tha.,Transcript,Low
TCK-0268,Is clearance required even if I have no library or hostel dues?,Clearance,Low
TCK-0269,"This is an urgent complaint that my case file appears to have been lost by the Directorate of Academics, with no record found of my clearance submission from about a week ago. Roll No: S22BBSMATH5M1430",Complaint,High
TCK-0270,"Respected Admin, ​I have accidentally generated a single fee voucher of Rs. 24,000 for two subjects of my 4th semester (Challan # 2627675818). ​I want to pay the fee for these subjects separately in two installments of Rs. 12,000 each. Therefore, I kindly request you to cancel/delete this current pending voucher from my portal so that I can generate separate vouchers for each subject. ​Thank you.",Fee & Challan,Medium
TCK-0271,I worked as a Visiting Lecturer at the university from Fall 2021 to Fall 2022. I am currently applying for a student visa and require my salary slips and an experience certificate as supporting documents for my visa application. I would appreciate it if you could kindly provide my salary slips for the above-mentioned period and issue my experience certificate at your earliest convenience. Thank you for your assistance.,Employee Services,High
TCK-0272,"I was declared eligible on the merit list for MS Electrical Power Engineering but my admission fee challan is not generating, and today is the last date to pay and confirm my seat.",Admission,High
TCK-0273,Eligibility Requirements Missing You cannot proceed with thesis submission because of the following pending item(s): Missing Registration Number: Please contact your DASR Office to put your registration number. Missing Comprehensive Exam Date: Please contact your department's exam coordinator to record your comprehensive exam date. this is the error in my eportal thesis section,Thesis,High
TCK-0274,I have applied for adjustment of MS allowance arrears against an excess amount deducted from my salary. Kindly confirm if any further information is required. Contact: 0316395999,Employee Services,Medium
TCK-0275,"Respected Sir, Thank you for your reply. My only request is that as my urgent degree challan be issued accórding to spouse quota, instead of regular challan which is Rs.5000/-, and be upload on my MYIUB Portal. Regards Shahida Shaheen Roll No./MYIUB ID: F22BSEEN3M01013 CNIC No.31202-1108025-4",Fee & Challan,Medium
TCK-0276,"The elevator serving the examination hall on the upper floor has broken down, creating serious difficulty for students with mobility issues ahead of tomorrow's exam. Khanpur Campus",Infrastructure / Maintenance,High
TCK-0277,Request for repairing of sewage systems and washrooms in C2,Infrastructure / Maintenance,High
TCK-0278,I need a bonafide student certificate for a bank loan application. Kindly issue at your earliest convenience. Roll No: F24BPHD7M3240,Certificate / Verification,Medium
TCK-0279,I have applied for my MS allowance with adjustment of its arriers against the excess amount being deducted from my salary.. You are requested to please let me know in case any further information required. 03216810025,Employee Services,Medium
TCK-0280,Sir mera transcript voucher pay ho chuka hai lekin portal pr abi tak show nahi ho raha. Roll no F25BMPHIL3M1711. Kindly check kr dein.,Transcript,Medium
TCK-0281,"My profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office tomorrow morning. Please fix this urgently. Roll No: S23BLLB2M9751",Profile Update,Critical
TCK-0282,Kindly guide me regarding the migration certificate process along with my degree. Roll No: S23BBSEEN1M6947,Degree,Medium
TCK-0283,"Saqlain Ahmad 1441 BSEEN 4th Sem 7M I wish to get my 'Computer Architecture & Assembly Language' exam paper Rechecked. I sincerely believe there has been some mistake, because this was a subject I prepared for. I prepared all the practical work as well. I did all the assignments & never missed a single class.",Examination,Medium
TCK-0284,"Sir how can I apply for degree collection, please guide.",Degree,Low
TCK-0285,My thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is in two days; I need urgent guidance. Roll No: S24BBDATS1M8237,Thesis,High
TCK-0286,Kindly issue my examination admit card as it is not showing on the portal yet. Roll No: F20BBPESS6M5891,Examination,Medium
TCK-0287,"My name correction request has been pending for more than 20 days, and it is now blocking my degree printing since the name must match CNIC exactly. Roll No: F22BBELEN2M9548",Name Correction,High
TCK-0288,"I submit this complaint regarding the non-payment of the final installment of my scholarship. It has been more than two and a half years since the 4th installment, but despite repeated requests and inquiries, the last installment of the scholarship has not been provided. Throughout this period, the university administration repeatedly informed us that the payment was delayed due to the unavailability of funds and assured us that the installment would be released once adequate funds became available. In response to a previous complaint submitted through the Prime Minister's Portal, the university also stated that the scholarship would be granted when sufficient funds were available. Upon recent inquiry, it was informed that we (Batch-9 of HEC-need based scholarship) had already received all scholarship installments. This claim is incorrect as we received only four installments while other Pharm-D students have been granted 5 installments due to 5 years degree program",Scholarship,Critical
TCK-0289,"My Directorate of Academics clearance has been pending for about a week even though my IT and library clearances were completed long ago, and I need my final transcript for a job application. Roll No: F24BBAGRI7M4262",Clearance,High
TCK-0290,"Despite completing all dues, my clearance form has remained stuck at the Accounts Office stage for more than 20 days, blocking my final transcript and degree processing. Roll No: S22BBAGRI2M1090",Clearance,High
TCK-0291,My examination admit card is missing and my paper is scheduled for tomorrow morning; without it I may not be allowed to sit the exam. Roll No: F22BBMEDS1M3068,Examination,High
TCK-0292,"My thesis section shows an error 'Missing Comprehensive Exam Date'; kindly contact the exam coordinator to update this on my behalf, or guide me on the process. Roll No: S23BPHD3M8529",Thesis,Medium
TCK-0293,"The fire alarm system across the Khanpur Campus hostel block has stopped working entirely, posing a serious safety risk to all resident students. Immediate repair is requested.",Infrastructure / Maintenance,Critical
TCK-0294,Just checking whether certificates can be collected by a family member on my behalf.,Certificate / Verification,Low
TCK-0295,"On LMS Dashboard profile My name is written as First Name: M Last Name: A please write full name there First Name: MUHAMMAD Last Name: AHSAN. i cannot edit it, kindly update the full name or enable profile/name edit option thankyou regards Muhammad Ahsan roll number S26BMEDS4E01005 PhD Media studies",Profile Update,Medium
TCK-0296,"My MyIUB account has been completely locked for a few days after a failed password reset, and I am unable to submit my thesis-related forms before the deadline this week. Roll No: F23BBECON1M9779",Account & Login,High
TCK-0297,"The HEC Need-Based Scholarship (Phase 2) is showing on my IUB portal. I would like to know when the scholarship amount is expected to be disbursed. Will it be released during the current vacations or after the start of the next semester? I would also like to request an update because we need to arrange the semester fee. If the scholarship is not expected to be released before the fee deadline, please let us know so that we can make the necessary financial arrangements.",Scholarship,Medium
TCK-0298,I am one of several students whose scholarship installment has been delayed causing us to accumulate late fee fines on our semester challans. Kindly expedite. Roll No: F22BLLB4M1406,Scholarship,High
TCK-0299,"I am filing an urgent complaint that my degree, required tomorrow for a visa interview, has been stuck for about a week due to what appears to be an internal miscommunication between two offices, neither of which will take responsibility. Roll No: F20BBSCS6M9691",Complaint,Critical
TCK-0300,I am an international applicant and my visa appointment tomorrow depends entirely on receiving my admission offer letter today; without it my entire study-abroad plan collapses.,Admission,Critical
TCK-0301,Is there a mobile app version of MyIUB portal available?,Portal Technical Issue,Low
TCK-0302,"My HEC attestation appointment is tomorrow and the university verification, which HEC is waiting on, has still not been submitted despite my request nearly two months ago. Please expedite immediately. Roll No: F21BPHD7M8606",Certificate / Verification,Critical
TCK-0303,"Sir mujhe apna transcript chahiye, kaisay milay ga?",Transcript,Low
TCK-0304,Dear Account officer !Recently I have cleared my BSc Hons Agriculture form Agronomy department.I paid my degree Internship fee from easypaisa But still challan is pending on My IUB Kindly help me in clearing my Challan Status.,Fee & Challan,Medium
TCK-0305,"Scholarship form kahan se milay ga, please guide karain.",Scholarship,Low
TCK-0306,"My semester fee challan is not showing on the portal, please help me generate it so I can pay before the due date. Roll No: S25BMBA5M1998",Fee & Challan,Medium
TCK-0307,Is online degree verification available for employers?,Degree,Low
TCK-0308,Please confirm if my course load this semester meets the minimum credit hour requirement. Roll No: F20BBSIT7M3870,Course Registration,Medium
TCK-0309,My admission abroad will be cancelled today unless I submit a degree with my name matching my passport exactly; the correction request has been pending for nearly two months despite the urgency I flagged. Roll No: S25BBPESS3M5022,Name Correction,Critical
TCK-0310,"Respected Sir/Madam, My HEC degree attestation application is currently stuck at ""Submitted by UFP"" status. It is pending online verification from The Islamia University of Bahawalpur. Kindly verify my degree details from the university database so HEC can proceed with my attestation. My Details: Name: Muhammad Ali Zia Roll Number / Registration Number: [S22BSEEN1M01122] CNIC: [31202-4785294-3] HEC Application ID: [5238287] Degree Program: [BS Software Engineering] Passing Year: [2022-2026] Thank you.",Certificate / Verification,High
TCK-0311,Sir mera 5th semester ka result portal pr show nahi ho raha. Roll no S22BBAGRI1M2588. Kindly update karain.,Result,Medium
TCK-0312,Can a water cooler be installed near the Department of Economics building?,Infrastructure / Maintenance,Low
TCK-0313,"My registration hold has still not been cleared despite clearing all dues two weeks ago, and today is the absolute last day to register, after which I will lose the semester entirely. Roll No: F21BBAGRI7M2858",Course Registration,Critical
TCK-0314,I have a visa interview appointment tomorrow morning and the embassy requires my original transcript as supporting evidence. My application will be rejected without it. Please issue on urgent basis. Roll No: F20BBAGRI7M1525,Transcript,Critical
TCK-0315,"Subject: Request for Enrollment Certificate Dear Sir/Madam, I need my Enrollment Certificate for the CM Punjab E-Bike Scheme application. Kindly issue my Enrollment Certificate as soon as possible. Thank you.",Certificate / Verification,Medium
TCK-0316,My HEC degree attestation application is currently stuck at 'Submitted by UFP' status and is pending online verification from the university for two weeks. HEC cannot proceed without this verification. Roll No: S24BBSCS4M7038,Certificate / Verification,High
TCK-0317,Sir mera 6th semester ka result portal pr show nahi ho raha. Roll no F22BMBA5M8744. Kindly update karain.,Result,Medium
TCK-0318,Just want to know which departments need to sign the clearance form.,Clearance,Low
TCK-0319,"I am an overseas applicant and my admission offer letter, required for my visa application, has not been issued even though I was confirmed on the merit list two weeks ago.",Admission,High
TCK-0320,Please add a feature to upload a new profile picture from MyIUB.,Profile Update,Low
TCK-0321,I would like to request a review of my examination papers as my marks appear lower than expected across almost every subject. Roll No: S25BBDOCS6M3236,Examination,Medium
TCK-0322,I wish to get my 'Thermodynamics' exam paper rechecked as I believe there has been a mistake in marking. Roll No: S22BBECON7M9318,Examination,Medium
TCK-0323,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: S25BMBA1M7232",Profile Update,High
TCK-0324,Introduction to ict lab,Other,Low
TCK-0325,My semester fee payment deadline is today and the challan generation option has completely disappeared from my portal since this morning; I risk being dropped from the semester if I cannot pay today. Roll No: S24BBAGRI5M5345,Fee & Challan,Critical
TCK-0326,"I keep getting logged out mid-way while filling a long form on the portal, losing all my entered data. Roll No: S22BBPESS5M1986",Portal Technical Issue,Medium
TCK-0327,"My Directorate of Academics clearance has been pending for more than 20 days even though my IT and library clearances were completed long ago, and I need my final transcript for a job application. Roll No: F23BBDATS7M9486",Clearance,High
TCK-0328,Kindly tell me how many casual leaves are allowed per year for staff.,Employee Services,Low
TCK-0329,"My transcript request has been pending for two weeks despite the fee being paid, and I need it for a scholarship submission this week. Name: Anum Sultana, Roll No: F25BMPHIL2M2139",Transcript,High
TCK-0330,I have applied for adjustment of MS allowance arrears against an excess amount deducted from my salary. Kindly confirm if any further information is required. Contact: 0359509870,Employee Services,Medium
TCK-0331,The Wi-Fi router in the Department of Mathematics block has been intermittent for several days; kindly get it checked.,Infrastructure / Maintenance,Medium
TCK-0332,Kindly update my hostel clearance status; I vacated the hostel last month but it still shows unresolved. Roll No: F21BBPESS5M6491,Clearance,Medium
TCK-0333,"This is a formal complaint regarding the repeated mishandling of my case across three different offices, each redirecting me to the other without resolving my result issue for over a month. Roll No: F25BBSMATH6M7929",Complaint,High
TCK-0334,"Our whole department's final semester result system is showing 'no data found' for every student, blocking all of us from applying for graduation clearance before tomorrow's deadline. BS Physical Education & Sports Sciences, Baghdad-ul-Jadeed Campus",Result,Critical
TCK-0335,How can I check where my account is is login and how can I log out,Account & Login,Low
TCK-0336,Just wanted to confirm the leave application process for faculty.,Employee Services,Low
TCK-0337,"My urgent degree application (Application No. 27177) has been pending for over a month even though I applied and paid under the urgent category. I need it for higher studies admission abroad. Name: Shahzaib Khan, Roll No: F21BBAGRI2M2049",Degree,High
TCK-0338,"Request for repair of the projector in the Department of Agronomy lecture hall, Baghdad-ul-Jadeed Campus, which has not been working for two weeks.",Infrastructure / Maintenance,Medium
TCK-0339,How can I check which email is registered against my account?,Account & Login,Low
TCK-0340,"hello sir,i want to get github developer pack on basis of iub email ,can you guide me to get it.Thank You",Other,Low
TCK-0341,"I have an F grade in Design & Analysis of Algorithms which is visible in my result, but the subject is not appearing in the Course Repeat section, and I cannot register for Summer Semester 2026 without it. Kindly resolve urgently. Roll No: F24BBDOCS2M5719",Course Registration,High
TCK-0342,"Respected Sir/Madam, I submitted my original transcript for verification on 14 July 2026 but there has been no update for two weeks. I need it urgently as it is my only original copy. Name: Usman Ghani, Roll No: F23BBSMATH1M7227, BS Economics.",Transcript,High
TCK-0343,"My admission slot is at risk of being cancelled because the portal has not accepted my scanned documents despite multiple attempts, and the admission deadline is tomorrow.",Admission,High
TCK-0344,There is a spelling mistake in my name on my student email and portal record; my correct name is Yasir Mehmood. Kindly correct as soon as possible. Roll No: F21BMPHIL2M8619,Name Correction,Medium
TCK-0345,"i uploaded someones other documents by mistake ,please remove them so i can upload mine",Profile Update,Medium
TCK-0346,My admission application fee was paid but the application status still shows 'Pending Payment' on the portal. Roll No: F21BMPHIL4M6663,Admission,Medium
TCK-0347,Just want to know the process to request an ID card replacement as an employee.,Employee Services,Low
TCK-0348,Sir meri clearance mein galti se supply show ho rahi hai jo asal mein clear ho chuki hai. Kindly correct kr dein. Roll no F24BBAGRI4M6279.,Clearance,Medium
TCK-0349,How can I apply for a merit scholarship next semester?,Scholarship,Low
TCK-0350,Who do I contact to update my father's name on my record?,Name Correction,Low
TCK-0351,Can a water cooler be installed near the Department of Mathematics building?,Infrastructure / Maintenance,Low
TCK-0352,"I am filing a formal complaint that my calls and messages to the Department of Agronomy office over the past nearly two months regarding my pending case have gone completely unanswered, causing serious inconvenience.",Complaint,High
TCK-0353,I have been awarded a compartment (F grade) in Statistics despite being confident I attempted the paper correctly; I request urgent re-evaluation by a different examiner as this is affecting my scholarship eligibility. Roll No: S23BMBA7M7246,Examination,High
TCK-0354,"I was awarded the HEC Need-Based Scholarship but the final installment of Rs. 31,000 has not been disbursed for about a week, and I now have an overdue semester fee deadline approaching without it. Roll No: S24BBSEEN7M7049",Scholarship,High
TCK-0355,"I am filing a formal complaint that my calls and messages to the Department of Statistics office over the past a few days regarding my pending case have gone completely unanswered, causing serious inconvenience.",Complaint,High
TCK-0356,Dear Sir! I have applied for urgent degree of Msc Hons Entomology. Its been 2 month that challan is paid and application is submitted but the status on portal show that application is submitted and pending for review. Dear sir i have paid challan for urgent degree because I have to appear in swedish embassy for doc verification' without MSc Hons degree there is authentic chance of rejecting my visa application It is humbally request that please grant my degree on urgent basis so that I may process it Kindly issue my degree on urgent basis,Degree,Critical
