ticket_id,description,category,priority
PR-0661,"The portal loads a little slowly on mobile sometimes; just wanted to mention it, not urgent. Thank you.",Portal Technical Issue,Low
TCK-0035,Please issue my No Objection Certificate (NOC) for a part-time teaching engagement outside the university.,Employee Services,Medium
PR-0990,"Sir, when do scholarship applications usually open for a new batch? Thank you.",Scholarship,Low
PR-0346,"Respected Sir/Madam, the paint on a corridor wall near the library is a little worn, just reporting it, not urgent at all. Kindly help.",Infrastructure / Maintenance,Low
PR-0987,"Hi, i would like to know how to request a change of campus from Khanpur Campus to another campus. Thank you.",Other,Medium
PR-1086,"My embassy visa interview is scheduled for tomorrow and they require my original degree as mandatory proof, which has still not been issued. Awaiting your response.",Degree,Critical
PR-1335,"Respected Sir/Madam, i need an official letter of recommendation urgently for a scholarship application closing tomorrow, and my department has not responded to my request from over a week ago. Please look into this.",Other,High
PR-0141,What is the admission fee structure for MPhil Software Engineering? Thank you.,Admission,Low
PR-1292,"I paid my urgent degree processing fee of Rs. 31,000 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is tomorrow.",Fee & Challan,Critical
PR-0925,Kindly note: What documents are generally required for the final clearance process?,Clearance,Low
TCK-0122,Please regenerate my hostel fee challan as the amount shown is incorrect. Roll No: F22BBAGRI3M4566,Fee & Challan,Medium
PR-1216,"My account has been completely locked for about a week after a failed password reset, and I am unable to submit my thesis-related forms before the deadline by Friday. Kindly help.",Account & Login,High
PR-0800,"My admission abroad will be cancelled tomorrow unless I submit my original degree, and it has been stuck in processing for more than two months despite paying the urgent fee. Please look into this.",Degree,Critical
PR-0038,"Respected Sir/Madam, the paint on a corridor wall near the library is a little worn, just reporting it, not urgent at all. Thank you.",Infrastructure / Maintenance,Low
PR-0573,"My name mismatch between my degree and CNIC is the sole reason my HEC attestation, required by tomorrow morning for a visa appointment, has been rejected. Kindly help.",Name Correction,Critical
PR-0646,I would like to request my monthly payslip copies for the last few months for my personal records. Thank you.,Employee Services,Medium
TCK-0211,"I need my final clearance certificate today for a job that requires it as proof of degree completion, and without it my job offer will be withdrawn by end of day. Roll No: F22BBSIT4M9702",Clearance,Critical
PR-0932,"Kindly note: My account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being by Friday. Kindly advise.",Account & Login,Critical
PR-0158,"Dear concerned team, how long does the clearance approval usually take on average?",Clearance,Low
PR-0623,"Hi, my examination admit card is missing and my paper is scheduled for by tomorrow morning; without it I may not be allowed to sit the exam.",Examination,High
TCK-0062,"This is a critical complaint that despite an official refund approval on record for Rs. 5,000, the accounts office has still not released the funds, and I am unable to pay today's non-negotiable admission deadline fee without it.",Complaint,Critical
TCK-0172,"My account keeps logging me out automatically every few minutes, making it impossible to submit forms. Roll No: S22BBMEDS5M4937",Account & Login,Medium
PR-1549,"Dear concerned team, could you update my thesis supervisor's details on the portal, as they were assigned a couple of days ago but not reflected yet? Please look into this.",Thesis,Medium
PR-0340,"Kindly note: Today is the absolute last date for admission fee submission for BS Statistics, and the online payment gateway has been down since this morning for every single applicant on the merit list. Please look into this.",Admission,Critical
PR-0884,"Sir, the elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of within 24 hours's exam. Thank you.",Infrastructure / Maintenance,High
PR-0772,"Hi, my thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is today.",Thesis,High
PR-1320,Kindly note: What is the recommended word count for a thesis final draft? Thank you.,Thesis,Low
PR-0978,"Hi, today is the absolute last date for admission fee submission for BS Economics, and the online payment gateway has been down since this morning for every single applicant on the merit list. Kindly help.",Admission,Critical
PR-1311,"Hi, how can I request a bonafide certificate in general, just for future reference? Regards.",Certificate / Verification,Low
PR-1582,"Dear concerned team, how can I generate a new fee challan for the semester? Awaiting your response.",Fee & Challan,Low
PR-0110,"Dear concerned team, my examination is scheduled to start in less than an hour and the admit card generation system has been down for our entire session since early this morning.",Examination,Critical
PR-1600,"Hi, i'd like to request re-generation of my degree fee challan as it was created under the wrong fee category.",Degree,Medium
PR-0873,"The fee voucher module of the portal has been throwing a server error for a couple of days, and I cannot proceed with a task due this week.",Portal Technical Issue,High
PR-0970,"I am writing on behalf of the entire batch of MS Electrical Power Engineering scholarship recipients — none of us have received our final installment for over two years, and several of us cannot complete clearance for graduation because of it.",Scholarship,Critical
PR-1318,"Respected Sir/Madam, the profile update system has been completely inaccessible for the entire batch for two days, and our internship documents due within 24 hours require an updated profile printout.",Profile Update,Critical
PR-1198,"Could you update my bank account details in the payroll system, as my old account has been closed? Thank you.",Employee Services,Medium
TCK-0250,"My experience certificate, required for a visa interview scheduled this week, has still not been issued despite requesting it over a month ago.",Employee Services,High
PR-1528,"Dear concerned team, the main student database appears to be corrupted, and records for an entire batch of 352 students are showing blank or missing fields across every module. Kindly advise.",Portal Technical Issue,Critical
PR-0985,"Is it possible to link two of my accounts together, or should I just keep using them separately? Kindly advise.",Account & Login,Low
TCK-0036,Sir I submitted my degree application form but have not received any confirmation email. Please confirm receipt. Roll No: F20BPHD6M2876,Degree,Medium
PR-1290,"Hi, my degree verification request from a foreign employer has been pending response for nearly two months, and my job offer is contingent on it being completed by in two days.",Certificate / Verification,High
PR-1067,Could a water cooler be installed near the Examination Department? Just a small suggestion.,Infrastructure / Maintenance,Low
PR-0583,"Kindly note: My result shows an F grade in Computer Architecture that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled within 24 hours. Thank you.",Result,High
PR-0456,"My HEC attestation appointment is in two days and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us. Thank you.",Certificate / Verification,Critical
TCK-0397,"This is a critical complaint that my scholarship funds, urgently needed to pay today's fee deadline to avoid being dropped from the semester, have been withheld without any explanation despite my approval being on record. Roll No: S22BBELEN4M6585",Complaint,Critical
TCK-0136,Where can I change my account password?,Account & Login,Low
PR-1008,"I have been awarded a compartment in English Composition despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review by tomorrow morning.",Examination,High
PR-0862,"Hi, my result shows an F grade in English Composition that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled tomorrow.",Result,High
PR-0027,"My thesis defense is by tomorrow morning and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Please look into this.",Thesis,Critical
PR-0958,"Our entire class's clearance requests have been frozen due to a system error, blocking all 172 of us from collecting our degrees before this week's convocation. Please look into this.",Clearance,Critical
PR-0767,"Respected Sir/Madam, i have a visa interview tomorrow and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Kindly advise.",Employee Services,Critical
PR-0708,"I paid my semester fee of Rs. 26,400 on a couple of days ago and the amount was deducted from my account, but the portal still shows the challan as unpaid, and the late fee deadline is by tomorrow morning. Kindly help.",Fee & Challan,High
TCK-0259,My salary has not been paid for the last two months and I have an urgent medical expense today; please expedite release of my pending dues immediately.,Employee Services,Critical
PR-1476,"How can I request a bonafide certificate in general, just for future reference? Please look into this.",Certificate / Verification,Low
PR-0592,What is the process to request an official transcript copy in general? Kindly advise.,Transcript,Low
PR-0840,My educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago. Kindly advise.,Profile Update,Medium
PR-0809,"Sir, what is the eligibility criteria for the merit-based scholarship? Regards.",Scholarship,Low
PR-0272,"Dear concerned team, what documents are generally required for the final clearance process?",Clearance,Low
PR-0512,"Respected Sir/Madam, i have a visa interview tomorrow morning and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it almost two weeks ago.",Transcript,Critical
TCK-0019,"You can use this short ticket description: My name on the university portal is listed as Muhammad Yahya, but my official CNIC/Shanakhti Card name is Muhammad Yahya Khan. Kindly update my name on the university portal to Muhammad Yahya Khan according to my official record.",Name Correction,Medium
PR-0917,I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened? Awaiting your response.,Complaint,Medium
PR-1420,"Hi, my account has been completely locked for over a week after a failed password reset, and I am unable to submit my thesis-related forms before the deadline today. Awaiting your response.",Account & Login,High
TCK-0456,السلام علیکم ورحمتہ اللہ! میرا turnitin account بلاک کیا گیا ہے کیوں کہ میرا وہ اکاؤنٹ کمپیوٹر ڈیپارٹمنٹ سے ایک اور دوست استعمال کر رہے تھے۔ میرے علم میں نہیں تھا کہ پاسورڈ کسی اور کو نہیں دینا۔ اب میں نے کمپلین درج کروائی ہے تو اس کا اک گول مول سا جواب مجھے دے دیا گیا ہے مگر اکاؤنٹ ابھی تک بلاک ہے۔ میں اپنے طلباء کا کوئی بھی کام کرنے سے قاصر ہوں۔ مان لیا کہ یہ غلط تھا تو آپ نے بند کر دیا اب میں کمپلین کی ہے تو اسے اک وارننگ کے ساتھ کھول دیا جانا چاہیے تھا نا۔ یا مجھے بتا دیا جائے کہ آپ کا اکاؤنٹ اب نہیں کھل سکتا۔ یا پھر اس کا کوئی پروسس بتایا جانا چاہیے۔ ایسا تو نہیں کہ بس پھر خاموشی یہاں جو کام ہونے ہیں وہ پھر وقت پر کیسے مکمل ہو سکیں گے۔ اس لیے مہربانی فرمائیں اور میرے اکاؤنٹ کو کھولیں یا پھر مجھے مکمل طریقہ کار سے آگاہ کریں کہ کیسے ہوگا۔,Account & Login,High
PR-0659,"Hi, my scholarship was suddenly cancelled without any notice and I have no funds to pay in two days's fee deadline; if I don't pay today I will be dropped from the semester entirely. Kindly advise.",Scholarship,Critical
TCK-0092,who to change my iub account name,Account & Login,Low
PR-1482,"Dear concerned team, the thesis submission deadline is by tomorrow morning at midnight and the upload button has been completely non-functional for our entire batch since this afternoon. Awaiting your response.",Thesis,Critical
PR-1036,Kindly note: Just wanted to confirm the standard leave application process for staff. Regards.,Employee Services,Low
TCK-0077,My semester fee payment deadline is today and the challan generation option has completely disappeared from my portal since this morning; I risk being dropped from the semester if I cannot pay today. Roll No: S23BMPHIL5M2638,Fee & Challan,Critical
PR-0550,Kindly note: I have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error. Please look into this.,Thesis,Medium
PR-1274,"The elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of tomorrow's exam.",Infrastructure / Maintenance,High
TCK-0034,Kindly tell me the fee structure for MBA.,Fee & Challan,Low
PR-1376,"Sir, the fire alarm system across the entire Khanpur Campus hostel block has stopped working, posing a serious safety risk to every resident student right now.",Infrastructure / Maintenance,Critical
PR-1513,"I have been awarded a compartment in Data Structures despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review by tomorrow morning. Awaiting your response.",Examination,High
PR-1135,"Hi, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office by tomorrow morning, and I cannot correct it myself. Please look into this.",Profile Update,Critical
PR-0163,"Sir, is there a way to change my profile picture on the portal, just curious about the option? Thank you.",Profile Update,Low
TCK-0110,"The fee payment gateway on the portal is throwing a fatal error for every student today, which is the last date for semester fee submission without penalty.",Portal Technical Issue,Critical
TCK-0244,Just checking if hostel fee is included in the semester challan.,Fee & Challan,Low
PR-1239,"My embassy visa interview is scheduled for tomorrow and they require my original degree as mandatory proof, which has still not been issued. Kindly advise.",Degree,Critical
PR-1328,"Hi, my name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline by Friday.",Name Correction,High
PR-0508,"Dear concerned team, is fee payable through mobile wallets or only through bank challan?",Fee & Challan,Low
TCK-0065,Kindly confirm whether my thesis proposal has been forwarded to the board for approval. Roll No: F20BLLB7M8622,Thesis,Medium
TCK-0438,"Respected Sir, I have an embassy visa interview in two days and they have specifically asked for my original degree as mandatory proof, without which my visa application will be rejected. Please issue my degree on the most urgent basis. Roll No: F20BBSCS6M1964, Name: Faizan Haider",Degree,Critical
TCK-0228,I would like to know the status of my admission merit list position for LLB (5 Years).,Admission,Medium
PR-0710,"Sir, several months of ticket records and attached documents appear to have been permanently deleted from the system overnight with no backup available, affecting hundreds of open cases.",Portal Technical Issue,Critical
TCK-0256,"My scholarship result correction request affecting my CGPA-based eligibility for the next scholarship cycle has not been reviewed, and the eligibility list closes in a few days. Roll No: S24BBDATS4M3088",Scholarship,High
PR-1355,"Hi, today is the absolute last date for admission fee submission for BS Software Engineering, and the online payment gateway has been down since this morning for every single applicant on the merit list. Kindly help.",Admission,Critical
PR-1022,"Kindly note: I keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being today. Thank you.",Account & Login,High
PR-0939,"My HEC attestation appointment is by Friday and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us. Regards.",Certificate / Verification,Critical
PR-0545,"I paid my urgent degree processing fee of Rs. 12,000 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is tomorrow. Awaiting your response.",Fee & Challan,Critical
PR-1163,Kindly note: Could you correct my program preference on my admission application from MBA to BS Data Science?,Admission,Medium
TCK-0132,"This is a critical complaint regarding the complete non-responsiveness of the Examination department for over a month on a result discrepancy that is currently blocking my scholarship renewal deadline, which is today.",Complaint,Critical
PR-1397,"Do I need to visit in person for a name correction, or is there an online option available?",Name Correction,Low
TCK-0173,"My leave of absence request for a medical emergency has not been approved yet, and my semester fee deadline, which depends on this approval, is this week. Roll No: S22BMPHIL4M7843",Other,High
PR-0892,The projector in the the Registrar Office lecture hall at Khanpur Campus has not been working for a couple of weeks; could this be repaired? Kindly advise.,Infrastructure / Maintenance,Medium
PR-0073,"Respected Sir/Madam, my admission at a foreign university will be cancelled if I do not submit my original transcript by by Friday, and the transcript office has not responded to my repeated requests. Kindly advise.",Transcript,Critical
PR-1024,"Sir, small feedback: the waiting area could use a bit more seating, just a general comment.",Complaint,Low
PR-1329,What is the recommended word count for a thesis final draft? Please look into this.,Thesis,Low
PR-1065,"I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Regards.",Account & Login,Medium
TCK-0271,I worked as a Visiting Lecturer at the university from Fall 2021 to Fall 2022. I am currently applying for a student visa and require my salary slips and an experience certificate as supporting documents for my visa application. I would appreciate it if you could kindly provide my salary slips for the above-mentioned period and issue my experience certificate at your earliest convenience. Thank you for your assistance.,Employee Services,High
PR-0199,"My login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due this week.",Account & Login,High
PR-0656,"The examination portal has completely gone down while the final exam is currently being conducted live for hundreds of students, and no backup arrangement has been announced.",Examination,Critical
PR-1593,"Dear concerned team, the examination portal has completely gone down while the final exam is currently being conducted live for hundreds of students, and no backup arrangement has been announced.",Examination,Critical
TCK-0213,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: F20BBAGRI7M7883",Profile Update,High
PR-0794,"My name mismatch between my degree and CNIC is the sole reason my HEC attestation, required by tomorrow morning for a visa appointment, has been rejected.",Name Correction,Critical
PR-0513,Kindly note: I need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process? Please look into this.,Transcript,Medium
PR-1410,"Respected Sir/Madam, is fee payable through mobile wallets or only through bank challan? Thank you.",Fee & Challan,Low
PR-0769,"Sir, how long does the clearance approval usually take on average? Kindly help.",Clearance,Low
TCK-0133,Just wanted to know the turnaround time for certificate issuance.,Certificate / Verification,Low
TCK-0072,My semester fee payment deadline is today and the challan generation option has completely disappeared from my portal since this morning; I risk being dropped from the semester if I cannot pay today. Roll No: F25BLLB1M5002,Fee & Challan,Critical
PR-0303,"Respected Sir/Madam, i need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process? Kindly help.",Transcript,Medium
TCK-0320,Please add a feature to upload a new profile picture from MyIUB.,Profile Update,Low
PR-1574,"Sir, i am formally complaining about a delay of nearly two months in processing my degree request despite multiple follow-ups, and I now have a hard deadline by tomorrow morning. Kindly help.",Complaint,High
TCK-0182,My examination is scheduled to start in two hours and my admit card has still not been generated on the portal due to a fee mismatch error. Please resolve immediately. Roll No: F25BBSMATH6M9742,Examination,Critical
PR-0281,"Hi, my department clearance is approved but the library clearance section still shows pending despite no outstanding books. Regards.",Clearance,Medium
PR-1526,"Respected Sir/Madam, the fire alarm system across the entire Rahim Yar Khan Campus hostel block has stopped working, posing a serious safety risk to every resident student right now.",Infrastructure / Maintenance,Critical
PR-1363,"My account has been completely locked for a couple of days after a failed password reset, and I am unable to submit my thesis-related forms before the deadline within 24 hours.",Account & Login,High
PR-1129,I need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process? Please look into this.,Transcript,Medium
PR-0992,"Hi, one of my course results is missing from my transcript page while the rest are showing correctly. Please look into this.",Result,Medium
PR-1161,"Hi, what is the eligibility criteria for the merit-based scholarship?",Scholarship,Low
TCK-0169,Just checking the process to correct a minor name spelling issue.,Name Correction,Low
PR-0067,"Kindly note: I have been awarded a compartment in Data Structures despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review within 24 hours.",Examination,High
TCK-0023,The thesis submission deadline is today at midnight and the upload button has been non-functional for our entire batch since this afternoon. Kindly fix immediately. BS Computer Science,Thesis,Critical
PR-1417,Kindly note: When is the next semester result usually announced? Kindly help.,Result,Low
TCK-0107,I would like to know the procedure to apply for a change of campus from Rahim Yar Khan Campus to another campus. Roll No: F20BBAGRI4M1897,Other,Medium
PR-1599,"Despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date tomorrow. Thank you.",Complaint,High
TCK-0026,Is there an online form for name correction or do I need to visit in person?,Name Correction,Low
PR-1487,"My thesis defense is by Friday and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Kindly advise.",Thesis,Critical
TCK-0433,Kindly share the contact details of the alumni relations office; I would like to register as an alumnus. Roll No: S23BPHD4M8957,Other,Medium
TCK-0282,Kindly guide me regarding the migration certificate process along with my degree. Roll No: S23BBSEEN1M6947,Degree,Medium
PR-0043,I would like to know how to request a change of campus from Rahim Yar Khan Campus to another campus. Kindly help.,Other,Medium
PR-0188,What is the normal degree processing time for BS Computer Science graduates?,Degree,Low
PR-0731,"Respected Sir/Madam, i would like to get my 'Computer Architecture' exam paper rechecked as I believe there may be a marking error. Kindly advise.",Examination,Medium
PR-1379,"Dear concerned team, my comprehensive exam date is missing from my record; could this be updated so I can proceed with the next steps?",Examination,Medium
PR-0903,"Hi, how can I apply for degree collection once it's ready? Regards.",Degree,Low
PR-0488,My scholarship was suddenly cancelled without any notice and I have no funds to pay within 24 hours's fee deadline; if I don't pay today I will be dropped from the semester entirely. Thank you.,Scholarship,Critical
PR-1047,"Just a minor suggestion: the response templates could be a bit more personalized, nothing urgent. Kindly advise.",Complaint,Low
PR-1119,"Dear concerned team, i paid my urgent degree processing fee of Rs. 31,000 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is in two days. Thank you.",Fee & Challan,Critical
PR-0312,"Hi, how can employees generally check their leave balance? Kindly help.",Employee Services,Low
TCK-0210,Several ceiling fans in the Bahawalpur City Campus hostel common room are not working; kindly arrange repair.,Infrastructure / Maintenance,Medium
TCK-0443,"My whole class 1st semester finals Result is delaying for too long now. Result was expected to be on portal at 29 June. It was the last date but it's already 6 July but there isn't any result yet to be seen. BS IT 1st semester, Rahim yar khan campus",Result,High
PR-1361,"The result declaration system crashed for the entire batch of 540 students just minutes before the scheduled announcement time, and everyone is waiting anxiously. Awaiting your response.",Result,Critical
TCK-0396,"My thesis defense date has been scheduled, but I cannot download my approved proposal from the portal, which the committee has requested I bring. Roll No: S23BBSCS2M7248",Thesis,High
PR-0664,The Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked? Please look into this.,Infrastructure / Maintenance,Medium
PR-0159,"Respected Sir/Madam, i am escalating a critical complaint on behalf of my entire batch — none of our clearance requests have been processed for over a month, and our convocation, requiring proof of clearance, is by tomorrow morning. Awaiting your response.",Complaint,Critical
PR-0843,"Respected Sir/Madam, i am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Regards.",Account & Login,Medium
PR-1571,"Sir, my urgent degree application has been under 'review' for almost two weeks even though I paid the urgent fee, and I need it for a job offer that requires verification by Friday.",Degree,High
TCK-0468,"The elevator serving the examination hall on the upper floor has broken down, creating serious difficulty for students with mobility issues ahead of tomorrow's exam. Baghdad-ul-Jadeed Campus",Infrastructure / Maintenance,High
PR-1368,Is there a student club focused on photography that I could join?,Other,Low
PR-1450,"Respected Sir/Madam, my admission application fee was paid but the status still shows 'Pending Payment' on the portal.",Admission,Medium
TCK-0229,"This is a formal complaint regarding the repeated mishandling of my case across three different offices, each redirecting me to the other without resolving my fee issue for over a month. Roll No: F21BBSCS4M2582",Complaint,High
PR-0100,"Respected Sir/Madam, i have a supply in Thermodynamics but the Course Repeat option does not show this subject; could it be enabled? Kindly advise.",Course Registration,Medium
PR-0636,"Hi, how do I log out of the portal properly on a shared computer?",Account & Login,Low
PR-0419,Could you confirm the status of my scholarship application submitted over a week ago?,Scholarship,Medium
PR-0942,"The portal loads a little slowly on mobile sometimes; just wanted to mention it, not urgent. Kindly advise.",Portal Technical Issue,Low
PR-1171,"Kindly note: My clearance was rejected without any specified reason, and this is now delaying my degree collection needed for a job joining date by tomorrow morning.",Clearance,High
PR-0329,"Sir, the Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked? Please look into this.",Infrastructure / Maintenance,Medium
PR-0641,"My HEC attestation appointment is by tomorrow morning and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us.",Certificate / Verification,Critical
TCK-0287,"My name correction request has been pending for more than 20 days, and it is now blocking my degree printing since the name must match CNIC exactly. Roll No: F22BBELEN2M9548",Name Correction,High
PR-1110,"My professional profile still shows outdated information even though I updated it about a week ago, and a scholarship committee is reviewing my profile this week. Regards.",Profile Update,High
PR-0578,Kindly note: How long does the clearance approval usually take on average? Regards.,Clearance,Low
TCK-0126,I want my transcript With Marks,Transcript,Medium
PR-1079,"Sir, our whole department's final semester result system is showing 'no data found' for every single student, and it is blocking all of us from applying for graduation clearance before within 24 hours. Awaiting your response.",Result,Critical
TCK-0296,"My MyIUB account has been completely locked for a few days after a failed password reset, and I am unable to submit my thesis-related forms before the deadline this week. Roll No: F23BBECON1M9779",Account & Login,High
PR-1302,"Hi, my embassy visa interview is scheduled for tomorrow and they require my original degree as mandatory proof, which has still not been issued.",Degree,Critical
PR-1277,Where can I go to check which email is currently registered against my account?,Account & Login,Low
PR-0410,Kindly note: Just wanted to confirm the general thesis submission format guidelines.,Thesis,Low
PR-1228,"Sir, i am formally complaining about a delay of several weeks in processing my transcript request despite multiple follow-ups, and I now have a hard deadline in two days. Thank you.",Complaint,High
PR-1502,"Sir, is there a student club focused on AI that I could join?",Other,Low
PR-0426,I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened? Please look into this.,Complaint,Medium
PR-1427,"Respected Sir/Madam, could you tell me the general process to change the username linked to my profile, no rush on this? Thank you.",Account & Login,Low
PR-1243,"Respected Sir/Madam, the main student database appears to be corrupted, and records for an entire batch of 429 students are showing blank or missing fields across every module. Thank you.",Portal Technical Issue,Critical
TCK-0134,Kindly guide me on the renewal process for my scholarship for the upcoming semester. Roll No: F21BLLB2M5333,Scholarship,Medium
PR-0138,"There is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention by tomorrow morning. Awaiting your response.",Other,Critical
PR-0342,"Dear concerned team, there is a clear discrepancy between my award list and my final result on the portal for 3 subjects, and I need this corrected before my transcript request this week. Regards.",Result,High
PR-0589,"Kindly note: I need an official letter of recommendation urgently for a scholarship application closing in two days, and my department has not responded to my request from almost two weeks ago.",Other,High
TCK-0263,The thesis submission deadline is today at midnight and the upload button has been non-functional for our entire batch since this afternoon. Kindly fix immediately. LLB (5 Years),Thesis,Critical
PR-1217,"My embassy visa interview is scheduled for the day after tomorrow and they require my original degree as mandatory proof, which has still not been issued.",Degree,Critical
PR-1148,How do I log out of the portal properly on a shared computer? Please look into this.,Account & Login,Low
PR-0693,"Dear concerned team, my department clearance is approved but the library clearance section still shows pending despite no outstanding books. Awaiting your response.",Clearance,Medium
PR-0698,"Dear concerned team, the clearance module of the portal has been throwing a server error for about a week, and I cannot proceed with a task due today. Please look into this.",Portal Technical Issue,High
PR-0306,"Dear concerned team, how can employees generally check their leave balance? Awaiting your response.",Employee Services,Low
PR-1049,"The portal keeps logging me into an authentication error whenever I try to access my dashboard, and I have a form to submit before this week.",Portal Technical Issue,High
PR-0792,Could a water cooler be installed near the Hostel Office? Just a small suggestion. Awaiting your response.,Infrastructure / Maintenance,Low
TCK-0252,How long does the clearance approval usually take?,Clearance,Low
PR-1070,"Sir, i was awarded the scholarship shown on my portal, but I have not received any update on the disbursement schedule yet.",Scholarship,Medium
TCK-0052,"Sir, meri dairy technonlogy subject mn supply hai in 6th semester..lekin Course Repeat Challan mein subject show nahi ho raha aur na hi My Fee Vouchers mein challan aaya hai. Kindly portal par subject show karwadein taake mein fee jama karwa sakoon.""",Course Registration,High
PR-1099,"Hi, my thesis defense is by Friday and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Awaiting your response.",Thesis,Critical
PR-1056,"Our entire class's clearance requests have been frozen due to a system error, blocking all 184 of us from collecting our degrees before by Friday's convocation.",Clearance,Critical
PR-0972,"Hi, small feedback: the waiting area could use a bit more seating, just a general comment. Awaiting your response.",Complaint,Low
PR-1018,"The result declaration system crashed for the entire batch of 685 students just minutes before the scheduled announcement time, and everyone is waiting anxiously. Kindly help.",Result,Critical
PR-1440,"My result shows an F grade in Computer Architecture that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled this week.",Result,High
TCK-0032,I would like to know the procedure to apply for a change of campus from Khanpur Campus to another campus. Roll No: F22BBDATS4M9725,Other,Medium
PR-0775,"Respected Sir/Madam, my clearance is the only thing standing between me and graduation, and my scholarship abroad requires proof of graduation by by Friday, but the Directorate of Academics has gone completely silent. Please look into this.",Clearance,Critical
TCK-0204,Kindly share the contact details of the alumni relations office; I would like to register as an alumnus. Roll No: F24BBECON1M1126,Other,Medium
TCK-0155,"Hello, I would like to file a complaint regarding my result portal. I am currently unable to access my result, as the portal either appears completely blank or displays an ""Invalid Token Request"" error. Meanwhile, many of my classmates have already been able to view their results. I would appreciate it if you could resolve this issue as soon as possible so that I can access my result. Thank you.",Result,High
PR-0514,"Hi, the notification bell on my dashboard shows a count but clicking it does not open any notifications. Thank you.",Portal Technical Issue,Medium
PR-1265,"Hi, several months of ticket records and attached documents appear to have been permanently deleted from the system overnight with no backup available, affecting hundreds of open cases. Please look into this.",Portal Technical Issue,Critical
PR-0430,"Dear concerned team, my department clearance is approved but the library clearance section still shows pending despite no outstanding books. Please look into this.",Clearance,Medium
PR-0590,"Sir, i need an Enrollment Certificate for a scheme application; could this be issued at your earliest convenience? Kindly help.",Certificate / Verification,Medium
PR-0549,What is the usual turnaround time for certificate issuance? Awaiting your response.,Certificate / Verification,Low
PR-0666,How can I change the spelling of my name on my student ID card? Awaiting your response.,Name Correction,Low
PR-0101,"Sir, the fire alarm system across the entire Rahim Yar Khan Campus hostel block has stopped working, posing a serious safety risk to every resident student right now. Awaiting your response.",Infrastructure / Maintenance,Critical
PR-0434,"Dear concerned team, my department clearance is approved but the library clearance section still shows pending despite no outstanding books. Kindly advise.",Clearance,Medium
PR-0521,"Kindly note: I paid my semester fee of Rs. 22,000 on a couple of days ago and the amount was deducted from my account, but the portal still shows the challan as unpaid, and the late fee deadline is within 24 hours. Kindly advise.",Fee & Challan,High
PR-0787,"Dear concerned team, it has been more than two months since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start within 24 hours. Awaiting your response.",Degree,High
PR-0345,"Our whole department's final semester result system is showing 'no data found' for every single student, and it is blocking all of us from applying for graduation clearance before in two days.",Result,Critical
PR-0683,"My repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes by tomorrow morning.",Course Registration,High
