ticket_id,description,category,priority
PR-0333,"Respected Sir/Madam, i would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Awaiting your response.",Complaint,Medium
PR-0334,Just wondering if I can register for an elective from a different department. Please look into this.,Course Registration,Low
PR-0335,"Dear concerned team, do I need to visit in person for a name correction, or is there an online option available? Kindly help.",Name Correction,Low
PR-0336,"Respected Sir/Madam, how can I get the developer pack using my student email, just curious if it's available? Awaiting your response.",Other,Low
PR-0337,Kindly note: Is there a student club focused on AI that I could join? Awaiting your response.,Other,Low
PR-0338,One of my course results is missing from my transcript page while the rest are showing correctly.,Result,Medium
PR-0339,What documents are generally required for the final clearance process?,Clearance,Low
PR-0340,"Kindly note: Today is the absolute last date for admission fee submission for BS Statistics, and the online payment gateway has been down since this morning for every single applicant on the merit list. Please look into this.",Admission,Critical
PR-0341,"My credit transfer approval, required within 24 hours to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week.",Other,Critical
PR-0342,"Dear concerned team, there is a clear discrepancy between my award list and my final result on the portal for 3 subjects, and I need this corrected before my transcript request this week. Regards.",Result,High
PR-0343,"Hi, my account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Awaiting your response.",Account & Login,Medium
PR-0344,"Hi, how can I request a bonafide certificate in general, just for future reference?",Certificate / Verification,Low
PR-0345,"Our whole department's final semester result system is showing 'no data found' for every single student, and it is blocking all of us from applying for graduation clearance before in two days.",Result,Critical
PR-0346,"Respected Sir/Madam, the paint on a corridor wall near the library is a little worn, just reporting it, not urgent at all. Kindly help.",Infrastructure / Maintenance,Low
PR-0347,"Respected Sir/Madam, how can I generate a new fee challan for the semester? Please look into this.",Fee & Challan,Low
PR-0348,My semester fee challan is not showing on the portal; could you help me generate it so I can pay before the due date? Thank you.,Fee & Challan,Medium
PR-0349,"Hi, i would like to know how to request a change of campus from Khanpur Campus to another campus.",Other,Medium
PR-0350,"Dear concerned team, i have a visa interview tomorrow morning and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it over a week ago. Kindly advise.",Transcript,Critical
PR-0351,"Despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date by tomorrow morning.",Complaint,High
PR-0352,"HEC verification of my scholarship documents is still pending after a couple of days, and my semester fee due date is tomorrow.",Scholarship,High
PR-0353,"Dear concerned team, today is the absolute last date for admission fee submission for BS Physical Education & Sports Sciences, and the online payment gateway has been down since this morning for every single applicant on the merit list. Regards.",Admission,Critical
PR-0354,"Dear concerned team, the main student database appears to be corrupted, and records for an entire batch of 276 students are showing blank or missing fields across every module.",Portal Technical Issue,Critical
PR-0355,"Respected Sir/Madam, my professional profile still shows outdated information even though I updated it almost two weeks ago, and a scholarship committee is reviewing my profile by tomorrow morning. Regards.",Profile Update,High
PR-0356,One of my course results is missing from my transcript page while the rest are showing correctly. Kindly advise.,Result,Medium
PR-0357,"Hi, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office within 24 hours, and I cannot correct it myself. Kindly help.",Profile Update,Critical
PR-0358,Kindly note: Could you correct my program preference on my admission application from BS Economics to LLB (5 Years)? Regards.,Admission,Medium
PR-0359,"Sir, i have been awarded a compartment in Statistics despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review by tomorrow morning.",Examination,High
PR-0360,"The fee payment gateway on the portal is throwing a fatal error for every single student today, which is the last date for semester fee submission without penalty.",Portal Technical Issue,Critical
PR-0361,"My scholarship disbursement has been delayed by more than two months, and I need this amount to clear my semester fee challan before the due date this week, otherwise I risk being dropped. Awaiting your response.",Scholarship,High
PR-0362,"Dear concerned team, could a dark mode option be added to the profile page? It would be a nice addition. Please look into this.",Profile Update,Low
PR-0363,"My HEC attestation appointment is today and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us.",Certificate / Verification,Critical
PR-0364,"Sir, my account keeps logging me out automatically every few minutes, which is a bit inconvenient when filling out forms. Awaiting your response.",Account & Login,Medium
PR-0365,"Sir, none of the 565 students in our batch can log in to the portal since last night, and by Friday is the final date for exam form submission with no extension announced.",Account & Login,Critical
PR-0366,"Sir, could you confirm the status of my scholarship application submitted almost two weeks ago? Awaiting your response.",Scholarship,Medium
PR-0367,"Is it possible to link two of my accounts together, or should I just keep using them separately? Kindly help.",Account & Login,Low
PR-0368,"My account keeps logging me out automatically every few minutes, which is a bit inconvenient when filling out forms. Thank you.",Account & Login,Medium
PR-0369,Kindly note: There is a spelling mistake in my name on my student portal record; my correct name is Ahmed Raza. Could this be corrected? Kindly advise.,Name Correction,Medium
PR-0370,"Sir, i have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error.",Thesis,Medium
PR-0371,"Respected Sir/Madam, my admission application fee was paid but the status still shows 'Pending Payment' on the portal. Kindly help.",Admission,Medium
PR-0372,"My HEC degree attestation application has been stuck pending university verification for over a week, and my attestation appointment is in two days.",Certificate / Verification,High
PR-0373,"Dear concerned team, my middle name is missing from my official university record though it appears correctly on my CNIC. Kindly help.",Name Correction,Medium
PR-0375,"Hi, my thesis defense is this week and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Awaiting your response.",Thesis,Critical
PR-0376,"Sir, do I need to visit in person for a name correction, or is there an online option available? Please look into this.",Name Correction,Low
PR-0377,"Kindly note: The telephone line of the Scholarship Office at Bahawalpur City Campus is not functioning, and this is adversely affecting the ongoing admission campaign whose deadline is this week. Regards.",Infrastructure / Maintenance,High
PR-0378,"Kindly note: It has been several months since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start within 24 hours.",Degree,High
PR-0379,Kindly note: How can I download my transcript from the student portal? Kindly advise.,Transcript,Low
PR-0380,"My HEC degree attestation application has been stuck pending university verification for almost two weeks, and my attestation appointment is today. Kindly help.",Certificate / Verification,High
PR-0381,"Despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date this week. Thank you.",Complaint,High
PR-0382,"Could you update my bank account details in the payroll system, as my old account has been closed? Please look into this.",Employee Services,Medium
PR-0383,"My clearance is the only thing standing between me and graduation, and my scholarship abroad requires proof of graduation by today, but the Directorate of Academics has gone completely silent. Kindly advise.",Clearance,Critical
PR-0384,"Respected Sir/Madam, i need an official letter of recommendation urgently for a scholarship application closing tomorrow, and my department has not responded to my request from over a week ago. Thank you.",Other,High
PR-0385,"Sir, my educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago.",Profile Update,Medium
PR-0386,"My HEC degree attestation application has been stuck pending university verification for over a week, and my attestation appointment is this week. Kindly advise.",Certificate / Verification,High
PR-0387,"My account keeps logging me out automatically every few minutes, which is a bit inconvenient when filling out forms. Please look into this.",Account & Login,Medium
PR-0388,"There is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention today. Thank you.",Other,Critical
PR-0389,"Dear concerned team, my transcript request has been pending for over a week despite the fee being paid, and I need it for a scholarship submission by Friday.",Transcript,High
PR-0390,When does the admission form submission usually open for the next intake? Thank you.,Admission,Low
PR-0391,"Dear concerned team, how can I download my transcript from the student portal? Kindly help.",Transcript,Low
PR-0392,Kindly note: Could a water cooler be installed near the Accounts Office? Just a small suggestion.,Infrastructure / Maintenance,Low
PR-0393,Kindly note: When do scholarship applications usually open for a new batch?,Scholarship,Low
PR-0394,"The portal keeps logging me into an authentication error whenever I try to access my dashboard, and I have a form to submit before tomorrow.",Portal Technical Issue,High
PR-0395,"The result module of the portal has been throwing a server error for about a week, and I cannot proceed with a task due today. Please look into this.",Portal Technical Issue,High
PR-0396,I'd like to request re-generation of my degree fee challan as it was created under the wrong fee category. Thank you.,Degree,Medium
PR-0397,"Kindly note: How can I get the developer pack using my student email, just curious if it's available? Awaiting your response.",Other,Low
PR-0398,"Dear concerned team, my middle name is missing from my official university record though it appears correctly on my CNIC. Please look into this.",Name Correction,Medium
PR-0399,"Hi, my repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes this week. Please look into this.",Course Registration,High
PR-0400,"Respected Sir/Madam, my login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due today.",Account & Login,High
PR-0401,"Hi, my registered course list is missing one elective that I selected during registration week; could this be added back? Please look into this.",Course Registration,Medium
PR-0402,"Sir, what is the process to request an official transcript copy in general?",Transcript,Low
PR-0403,"Sir, could you confirm receipt of the documents I submitted for my degree equivalence certification? Kindly advise.",Certificate / Verification,Medium
PR-0404,"Respected Sir/Madam, just wondering if I can register for an elective from a different department.",Course Registration,Low
PR-0405,"Dear concerned team, my HEC degree attestation application has been stuck pending university verification for about a week, and my attestation appointment is tomorrow.",Certificate / Verification,High
PR-0406,Kindly note: My scholarship was suddenly cancelled without any notice and I have no funds to pay tomorrow's fee deadline; if I don't pay today I will be dropped from the semester entirely. Thank you.,Scholarship,Critical
PR-0407,"I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Kindly help.",Account & Login,Medium
PR-0408,"Hi, my login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due in two days. Kindly advise.",Account & Login,High
PR-0409,"Small feedback: the waiting area could use a bit more seating, just a general comment. Regards.",Complaint,Low
PR-0410,Kindly note: Just wanted to confirm the general thesis submission format guidelines.,Thesis,Low
PR-0411,Kindly note: One of my course results is missing from my transcript page while the rest are showing correctly. Please look into this.,Result,Medium
PR-0412,"Respected Sir/Madam, the telephone line of the Examination Department at Khanpur Campus is not functioning, and this is adversely affecting the ongoing admission campaign whose deadline is by tomorrow morning.",Infrastructure / Maintenance,High
PR-0413,What is the eligibility criteria for the merit-based scholarship? Kindly help.,Scholarship,Low
PR-0414,"My account has been completely locked for a couple of days after a failed password reset, and I am unable to submit my thesis-related forms before the deadline within 24 hours. Awaiting your response.",Account & Login,High
PR-0415,"My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Economics start tomorrow.",Admission,High
PR-0416,"Hi, my degree verification request from a foreign employer has been pending response for several months, and my job offer is contingent on it being completed by today. Thank you.",Certificate / Verification,High
PR-0417,"Respected Sir/Madam, i have a visa interview in two days and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Regards.",Employee Services,Critical
PR-0418,"Dear concerned team, when do scholarship applications usually open for a new batch? Please look into this.",Scholarship,Low
PR-0419,Could you confirm the status of my scholarship application submitted over a week ago?,Scholarship,Medium
PR-0420,"Respected Sir/Madam, the thesis submission deadline is tomorrow at midnight and the upload button has been completely non-functional for our entire batch since this afternoon.",Thesis,Critical
PR-0421,"Respected Sir/Madam, how can I request a bonafide certificate in general, just for future reference?",Certificate / Verification,Low
PR-0422,How can employees generally check their leave balance? Regards.,Employee Services,Low
PR-0423,"Respected Sir/Madam, my name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline in two days.",Name Correction,High
PR-0424,"Respected Sir/Madam, where can I go to check which email is currently registered against my account? Kindly help.",Account & Login,Low
PR-0425,"The elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of within 24 hours's exam. Regards.",Infrastructure / Maintenance,High
PR-0426,I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened? Please look into this.,Complaint,Medium
PR-0427,"Kindly note: How can I request a bonafide certificate in general, just for future reference?",Certificate / Verification,Low
PR-0428,"Hi, what is the normal degree processing time for BS Information Technology graduates?",Degree,Low
PR-0429,"Kindly note: My Turnitin account was blocked by mistake and despite raising a complaint about a week ago, it is still blocked, preventing me from submitting my assigned work due by tomorrow morning.",Account & Login,High
PR-0430,"Dear concerned team, my department clearance is approved but the library clearance section still shows pending despite no outstanding books. Please look into this.",Clearance,Medium
PR-0431,Kindly note: How can I change the spelling of my name on my student ID card? Kindly help.,Name Correction,Low
PR-0432,"Kindly note: Today is the absolute last date for admission fee submission for MBA, and the online payment gateway has been down since this morning for every single applicant on the merit list. Kindly advise.",Admission,Critical
PR-0433,"Respected Sir/Madam, the fire alarm system across the entire Bahawalpur City Campus hostel block has stopped working, posing a serious safety risk to every resident student right now. Kindly help.",Infrastructure / Maintenance,Critical
PR-0434,"Dear concerned team, my department clearance is approved but the library clearance section still shows pending despite no outstanding books. Kindly advise.",Clearance,Medium
PR-0435,"Could you update my bank account details in the payroll system, as my old account has been closed? Kindly help.",Employee Services,Medium
PR-0436,"Respected Sir/Madam, the notification bell on my dashboard shows a count but clicking it does not open any notifications.",Portal Technical Issue,Medium
PR-0437,"My registration hold has still not been cleared despite clearing all dues weeks ago, and in two days is the absolute last day to register, after which I will lose the entire semester. Please look into this.",Course Registration,Critical
PR-0438,"Sir, i accidentally generated a combined fee voucher for two subjects; could this be split into separate vouchers? Awaiting your response.",Fee & Challan,Medium
PR-0439,"Hi, my clearance was rejected without any specified reason, and this is now delaying my degree collection needed for a job joining date within 24 hours.",Clearance,High
PR-0440,"Sir, the result declaration system crashed for the entire batch of 501 students just minutes before the scheduled announcement time, and everyone is waiting anxiously. Please look into this.",Result,Critical
PR-0441,"Respected Sir/Madam, my middle name is missing from my official university record though it appears correctly on my CNIC. Regards.",Name Correction,Medium
PR-0442,"Hi, it has been more than two months since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start tomorrow.",Degree,High
PR-0443,"Sir, my registered course list is missing one elective that I selected during registration week; could this be added back? Kindly help.",Course Registration,Medium
PR-0444,"Respected Sir/Madam, what is the normal degree processing time for BS Statistics graduates? Please look into this.",Degree,Low
PR-0445,"Sir, my admission offer will be automatically cancelled at midnight this week if I do not submit my documents, but the document upload portal is showing a server error for every applicant right now. Kindly help.",Admission,Critical
PR-0446,"Kindly note: It has been several weeks since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start within 24 hours. Regards.",Degree,High
PR-0447,"Dear concerned team, could you guide me on the process to apply for a semester leave of absence for personal reasons? Awaiting your response.",Other,Medium
PR-0448,"My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Information Technology start by Friday. Awaiting your response.",Admission,High
PR-0449,What is the normal degree processing time for BS Data Science graduates? Please look into this.,Degree,Low
PR-0450,"Dear concerned team, our entire class's clearance requests have been frozen due to a system error, blocking all 192 of us from collecting our degrees before this week's convocation.",Clearance,Critical
PR-0451,"Kindly note: The elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of in two days's exam. Kindly help.",Infrastructure / Maintenance,High
PR-0452,How many credit hours can I generally register for in a normal semester? Regards.,Course Registration,Low
PR-0453,"The telephone line of the Library at Khanpur Campus is not functioning, and this is adversely affecting the ongoing admission campaign whose deadline is tomorrow. Regards.",Infrastructure / Maintenance,High
PR-0454,"Respected Sir/Madam, by mistake I applied for clearance under the wrong semester; could my clearance be reset so I can reapply correctly? Kindly advise.",Clearance,Medium
PR-0455,"My name mismatch between my degree and CNIC is the sole reason my HEC attestation, required in two days for a visa appointment, has been rejected.",Name Correction,Critical
PR-0456,"My HEC attestation appointment is in two days and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us. Thank you.",Certificate / Verification,Critical
PR-0457,How can I generate a new fee challan for the semester? Thank you.,Fee & Challan,Low
PR-0458,Is there a student club focused on robotics that I could join? Thank you.,Other,Low
PR-0459,"Respected Sir/Madam, my account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being this week. Regards.",Account & Login,Critical
PR-0460,"I am writing on behalf of the entire batch of BS Mathematics scholarship recipients — none of us have received our final installment for over two years, and several of us cannot complete clearance for graduation because of it.",Scholarship,Critical
PR-0461,I would like to get my 'Data Structures' exam paper rechecked as I believe there may be a marking error.,Examination,Medium
PR-0462,"I have an F grade in Thermodynamics but the subject is not appearing in the Course Repeat section, and I cannot register for the upcoming semester which closes by tomorrow morning. Regards.",Course Registration,High
PR-0463,"Respected Sir/Madam, my professional profile still shows outdated information even though I updated it a couple of days ago, and a scholarship committee is reviewing my profile today.",Profile Update,High
PR-0464,"Kindly note: My account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being this week. Awaiting your response.",Account & Login,Critical
PR-0465,"I am filing an urgent complaint that despite an official refund approval of Rs. 12,000 on record, the accounts office has still not released the funds, and I cannot pay tomorrow's non-negotiable admission deadline fee without it.",Complaint,Critical
PR-0466,"Hi, i keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being in two days. Awaiting your response.",Account & Login,High
PR-0467,"Kindly note: Could you tell me the general process to change the username linked to my profile, no rush on this? Awaiting your response.",Account & Login,Low
PR-0468,When does the admission form submission usually open for the next intake? Kindly help.,Admission,Low
PR-0469,"Respected Sir/Madam, what documents are generally required for the final clearance process?",Clearance,Low
PR-0470,"My degree application shows 'Submitted' status even though I paid the challan over a week ago, and I would like to know if this is normal processing time.",Degree,Medium
PR-0471,"Respected Sir/Madam, my visa application will be rejected if I do not submit a verified degree equivalence certificate by this week, and the verification office has stopped responding entirely. Kindly help.",Certificate / Verification,Critical
PR-0472,"Kindly note: The examination portal has completely gone down while the final exam is currently being conducted live for hundreds of students, and no backup arrangement has been announced.",Examination,Critical
PR-0473,"Our entire class's clearance requests have been frozen due to a system error, blocking all 240 of us from collecting our degrees before by Friday's convocation.",Clearance,Critical
PR-0474,"I have a visa interview in two days and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it almost two weeks ago. Regards.",Transcript,Critical
PR-0475,Kindly note: What is the usual format of the mid-term examination? Regards.,Examination,Low
PR-0476,"Dear concerned team, my name correction request has been pending for several months, and it is now blocking my degree printing needed before tomorrow.",Name Correction,High
PR-0477,What is the eligibility criteria for the merit-based scholarship?,Scholarship,Low
PR-0478,Kindly note: Could a water cooler be installed near the Library? Just a small suggestion. Kindly advise.,Infrastructure / Maintenance,Low
PR-0479,Course registration closes at midnight in two days and the registration module has been throwing an error for every single student in my batch since this morning. Kindly help.,Course Registration,Critical
PR-0480,"Sir, i have been awarded a compartment in Financial Accounting despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review today.",Examination,High
PR-0481,"Sir, my transcript request has been pending for about a week despite the fee being paid, and I need it for a scholarship submission tomorrow.",Transcript,High
PR-0482,"Kindly note: Is there a way to change my profile picture on the portal, just curious about the option?",Profile Update,Low
PR-0483,"Respected Sir/Madam, the payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due within 24 hours for many staff members.",Employee Services,Critical
PR-0484,"My admission abroad will be cancelled by Friday unless my degree name matches my passport exactly, and the correction request has been pending for several weeks despite the urgency I flagged. Thank you.",Name Correction,Critical
PR-0485,Course registration closes at midnight by tomorrow morning and the registration module has been throwing an error for every single student in my batch since this morning. Kindly advise.,Course Registration,Critical
PR-0486,"Dear concerned team, a major water leakage has flooded part of the server room at Rahim Yar Khan Campus, threatening to permanently damage critical IT infrastructure for the whole university.",Infrastructure / Maintenance,Critical
PR-0487,"I am escalating a critical complaint on behalf of my entire batch — none of our clearance requests have been processed for over a month, and our convocation, requiring proof of clearance, is by Friday. Please look into this.",Complaint,Critical
PR-0488,My scholarship was suddenly cancelled without any notice and I have no funds to pay within 24 hours's fee deadline; if I don't pay today I will be dropped from the semester entirely. Thank you.,Scholarship,Critical
PR-0489,"My name mismatch between my degree and CNIC is the sole reason my HEC attestation, required within 24 hours for a visa appointment, has been rejected. Thank you.",Name Correction,Critical
PR-0490,I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened? Kindly help.,Complaint,Medium
PR-0491,"Sir, there is a spelling mistake in my name on my student portal record; my correct name is Iqra Bibi. Could this be corrected? Thank you.",Name Correction,Medium
PR-0492,"Dear concerned team, could you correct my program preference on my admission application from MPhil Software Engineering to PhD Management Sciences?",Admission,Medium
PR-0493,"Dear concerned team, my account has been completely locked for about a week after a failed password reset, and I am unable to submit my thesis-related forms before the deadline in two days.",Account & Login,High
PR-0494,"Dear concerned team, what is the recommended word count for a thesis final draft? Regards.",Thesis,Low
PR-0495,When I open the transcript section on the portal it appears empty and does not load any data. Thank you.,Portal Technical Issue,Medium
PR-0496,When do scholarship applications usually open for a new batch?,Scholarship,Low
PR-0497,"The entire university portal has been completely down for all students and staff since last night, and by Friday is the deadline for semester registration with no announced extension. Kindly advise.",Portal Technical Issue,Critical
PR-0498,"Hi, is there a mobile app version of the portal available, just curious? Kindly help.",Portal Technical Issue,Low
PR-0499,Kindly note: Could you correct my program preference on my admission application from BS Agriculture to BS Software Engineering? Please look into this.,Admission,Medium
PR-0500,"Hi, could you confirm the status of my scholarship application submitted over a week ago?",Scholarship,Medium
PR-0501,"Kindly note: There is a clear discrepancy between my award list and my final result on the portal for 4 subjects, and I need this corrected before my transcript request in two days. Thank you.",Result,High
PR-0502,Kindly note: Just wanted to confirm the general examination fee amount for this term. Kindly help.,Examination,Low
PR-0503,"Hi, the notification bell on my dashboard shows a count but clicking it does not open any notifications.",Portal Technical Issue,Medium
PR-0504,How can I change the spelling of my name on my student ID card?,Name Correction,Low
PR-0505,"Respected Sir/Madam, my thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is by Friday. Kindly help.",Thesis,High
PR-0506,"Dear concerned team, hEC verification of my scholarship documents is still pending after over a week, and my semester fee due date is within 24 hours.",Scholarship,High
PR-0507,Could a water cooler be installed near the Library? Just a small suggestion. Thank you.,Infrastructure / Maintenance,Low
PR-0508,"Dear concerned team, is fee payable through mobile wallets or only through bank challan?",Fee & Challan,Low
PR-0509,"Kindly note: Our whole department's final semester result system is showing 'no data found' for every single student, and it is blocking all of us from applying for graduation clearance before by tomorrow morning.",Result,Critical
PR-0510,"Sir, the main student database appears to be corrupted, and records for an entire batch of 397 students are showing blank or missing fields across every module. Please look into this.",Portal Technical Issue,Critical
PR-0511,"Respected Sir/Madam, what is the normal degree processing time for BS Zoology graduates?",Degree,Low
PR-0512,"Respected Sir/Madam, i have a visa interview tomorrow morning and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it almost two weeks ago.",Transcript,Critical
PR-0513,Kindly note: I need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process? Please look into this.,Transcript,Medium
PR-0514,"Hi, the notification bell on my dashboard shows a count but clicking it does not open any notifications. Thank you.",Portal Technical Issue,Medium
PR-0515,"Hi, could you correct my program preference on my admission application from BS Mathematics to MS Electrical Power Engineering? Thank you.",Admission,Medium
PR-0516,"Sir, i'd like to request re-generation of my degree fee challan as it was created under the wrong fee category.",Degree,Medium
PR-0517,I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened?,Complaint,Medium
PR-0518,"Hi, despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date today. Please look into this.",Complaint,High
PR-0519,Where can I go to check which email is currently registered against my account? Please look into this.,Account & Login,Low
PR-0520,"Sir, i would like to request my monthly payslip copies for the last few months for my personal records. Kindly help.",Employee Services,Medium
PR-0521,"Kindly note: I paid my semester fee of Rs. 22,000 on a couple of days ago and the amount was deducted from my account, but the portal still shows the challan as unpaid, and the late fee deadline is within 24 hours. Kindly advise.",Fee & Challan,High
PR-0522,"My account has been completely locked for almost two weeks after a failed password reset, and I am unable to submit my thesis-related forms before the deadline by Friday.",Account & Login,High
PR-0523,"Sir, the fee voucher module of the portal has been throwing a server error for about a week, and I cannot proceed with a task due today. Awaiting your response.",Portal Technical Issue,High
PR-0524,"Dear concerned team, the entire university portal has been completely down for all students and staff since last night, and tomorrow is the deadline for semester registration with no announced extension. Regards.",Portal Technical Issue,Critical
PR-0525,"The entire university portal has been completely down for all students and staff since last night, and by tomorrow morning is the deadline for semester registration with no announced extension. Kindly advise.",Portal Technical Issue,Critical
PR-0526,Just wanted to confirm the standard leave application process for staff.,Employee Services,Low
PR-0528,"My admission abroad will be cancelled in two days unless I submit my original degree, and it has been stuck in processing for more than two months despite paying the urgent fee. Kindly help.",Degree,Critical
PR-0529,"Hi, my examination admit card is missing and my paper is scheduled for within 24 hours; without it I may not be allowed to sit the exam.",Examination,High
PR-0530,"Respected Sir/Madam, one of my course results is missing from my transcript page while the rest are showing correctly.",Result,Medium
PR-0531,How can I download my transcript from the student portal? Regards.,Transcript,Low
PR-0532,"A major water leakage has flooded part of the server room at Rahim Yar Khan Campus, threatening to permanently damage critical IT infrastructure for the whole university. Kindly advise.",Infrastructure / Maintenance,Critical
PR-0533,"Hi, is there a student club focused on photography that I could join? Awaiting your response.",Other,Low
PR-0534,By mistake I applied for clearance under the wrong semester; could my clearance be reset so I can reapply correctly?,Clearance,Medium
PR-0535,"Respected Sir/Madam, has the result declaration date been finalized yet for this semester? Kindly advise.",Result,Low
PR-0536,"Dear concerned team, despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date in two days. Regards.",Complaint,High
PR-0537,"Respected Sir/Madam, none of the 591 students in our batch can log in to the portal since last night, and by tomorrow morning is the final date for exam form submission with no extension announced. Thank you.",Account & Login,Critical
PR-0538,Kindly note: How many credit hours can I generally register for in a normal semester? Regards.,Course Registration,Low
PR-0539,"Dear concerned team, today is the absolute last date for admission fee submission for BS Zoology, and the online payment gateway has been down since this morning for every single applicant on the merit list. Awaiting your response.",Admission,Critical
PR-0540,"Dear concerned team, could you update my thesis supervisor's details on the portal, as they were assigned almost two weeks ago but not reflected yet? Regards.",Thesis,Medium
PR-0541,"I need an official letter of recommendation urgently for a scholarship application closing tomorrow, and my department has not responded to my request from over a week ago. Thank you.",Other,High
PR-0542,"Hi, could a water cooler be installed near the IT Department? Just a small suggestion. Kindly help.",Infrastructure / Maintenance,Low
PR-0543,"My contract renewal has not been processed and my current contract expires this week, putting my continued employment at risk. Regards.",Employee Services,High
PR-0544,"The fee payment gateway on the portal is throwing a fatal error for every single student today, which is the last date for semester fee submission without penalty. Kindly help.",Portal Technical Issue,Critical
PR-0545,"I paid my urgent degree processing fee of Rs. 12,000 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is tomorrow. Awaiting your response.",Fee & Challan,Critical
PR-0546,"Hi, the payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due this week for many staff members.",Employee Services,Critical
PR-0547,Kindly note: One of my course results is missing from my transcript page while the rest are showing correctly. Regards.,Result,Medium
PR-0548,"Respected Sir/Madam, there is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention today. Kindly advise.",Other,Critical
PR-0549,What is the usual turnaround time for certificate issuance? Awaiting your response.,Certificate / Verification,Low
PR-0550,Kindly note: I have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error. Please look into this.,Thesis,Medium
PR-0551,"Sir, my salary has not been credited for about a week despite my department confirming approval, and I need this urgently to cover overdue expenses due by Friday. Kindly advise.",Employee Services,High
PR-0552,"My account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Please look into this.",Account & Login,Medium
PR-0553,Just wanted to confirm the general thesis submission format guidelines. Kindly advise.,Thesis,Low
PR-0554,"Hi, when does the admission form submission usually open for the next intake? Awaiting your response.",Admission,Low
PR-0555,"Respected Sir/Madam, i have a supply in English Composition but the Course Repeat option does not show this subject; could it be enabled? Kindly help.",Course Registration,Medium
PR-0556,"My name correction request has been pending for several weeks, and it is now blocking my degree printing needed before in two days. Please look into this.",Name Correction,High
PR-0557,"I am formally complaining about a delay of nearly two months in processing my clearance request despite multiple follow-ups, and I now have a hard deadline by Friday. Kindly help.",Complaint,High
PR-0558,"Hi, just wanted to confirm the general examination fee amount for this term.",Examination,Low
PR-0559,"Sir, there is a clear discrepancy between my award list and my final result on the portal for 2 subjects, and I need this corrected before my transcript request this week.",Result,High
PR-0560,"I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround.",Account & Login,Medium
PR-0561,"Respected Sir/Madam, is fee payable through mobile wallets or only through bank challan?",Fee & Challan,Low
